Header Length,5
Powered by Labfront
Documentation,https://help.labfront.com/data-documentation
projectId,projectTitle,participantId,participantInsignia,batchId,methodId,firstSampleUnixTimestampInMs,lastSampleUnixTimestampInMs
2f38ca27-bac7-476c-b735-95faf7ba3c1d,QA Template: Garmin Full Test,6732ab82-077a-4bfd-8f89-246aba683253,sample_participant_01,9a01a9a6-b720-475b-a0c9-b7312b0ed952,d2c5013a-26e5-461e-b3d0-1f6b216a7f37,1672739100000,1675442700000

timezoneOffsetInMs,unixTimestampInMs,isoDate,durationInMs,activityType,activeTimeInMs,steps,distanceInMeters,activeKilocalories,met,intensity,meanMotionIntensity,maxMotionIntensity
28800000,1673306100000,2023-01-10T07:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673307000000,2023-01-10T07:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673307900000,2023-01-10T07:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673308800000,2023-01-10T08:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673309700000,2023-01-10T08:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673310600000,2023-01-10T08:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673311500000,2023-01-10T08:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673312400000,2023-01-10T09:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673313300000,2023-01-10T09:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673314200000,2023-01-10T09:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673315100000,2023-01-10T09:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673316000000,2023-01-10T10:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673316900000,2023-01-10T10:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673317800000,2023-01-10T10:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673318700000,2023-01-10T10:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673319600000,2023-01-10T11:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673320500000,2023-01-10T11:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673321400000,2023-01-10T11:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673322300000,2023-01-10T11:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673323200000,2023-01-10T12:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673324100000,2023-01-10T12:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673325000000,2023-01-10T12:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673325900000,2023-01-10T12:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673326800000,2023-01-10T13:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673327700000,2023-01-10T13:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673328600000,2023-01-10T13:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673329500000,2023-01-10T13:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673330400000,2023-01-10T14:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673331300000,2023-01-10T14:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673332200000,2023-01-10T14:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673333100000,2023-01-10T14:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673334000000,2023-01-10T15:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673334900000,2023-01-10T15:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673335800000,2023-01-10T15:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673336700000,2023-01-10T15:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673337600000,2023-01-10T16:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673338500000,2023-01-10T16:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673339400000,2023-01-10T16:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673340300000,2023-01-10T16:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673341200000,2023-01-10T17:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673342100000,2023-01-10T17:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673343000000,2023-01-10T17:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673343900000,2023-01-10T17:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673344800000,2023-01-10T18:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673345700000,2023-01-10T18:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673346600000,2023-01-10T18:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673347500000,2023-01-10T18:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673348400000,2023-01-10T19:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673349300000,2023-01-10T19:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673350200000,2023-01-10T19:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673351100000,2023-01-10T19:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673352000000,2023-01-10T20:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673352900000,2023-01-10T20:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673353800000,2023-01-10T20:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673354700000,2023-01-10T20:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673355600000,2023-01-10T21:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673356500000,2023-01-10T21:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673357400000,2023-01-10T21:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673358300000,2023-01-10T21:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673359200000,2023-01-10T22:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673360100000,2023-01-10T22:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673361000000,2023-01-10T22:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673361900000,2023-01-10T22:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673362800000,2023-01-10T23:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673363700000,2023-01-10T23:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673364600000,2023-01-10T23:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673365500000,2023-01-10T23:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673366400000,2023-01-11T00:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673367300000,2023-01-11T00:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673368200000,2023-01-11T00:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673369100000,2023-01-11T00:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673370000000,2023-01-11T01:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673370900000,2023-01-11T01:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673371800000,2023-01-11T01:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673372700000,2023-01-11T01:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673373600000,2023-01-11T02:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673374500000,2023-01-11T02:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673375400000,2023-01-11T02:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673376300000,2023-01-11T02:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673377200000,2023-01-11T03:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673378100000,2023-01-11T03:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673379000000,2023-01-11T03:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673379900000,2023-01-11T03:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673380800000,2023-01-11T04:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673381700000,2023-01-11T04:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673382600000,2023-01-11T04:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673383500000,2023-01-11T04:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673384400000,2023-01-11T05:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673385300000,2023-01-11T05:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673386200000,2023-01-11T05:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673387100000,2023-01-11T05:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673388000000,2023-01-11T06:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673388900000,2023-01-11T06:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673389800000,2023-01-11T06:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673390700000,2023-01-11T06:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673391600000,2023-01-11T07:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673392500000,2023-01-11T07:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673393400000,2023-01-11T07:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673394300000,2023-01-11T07:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673395200000,2023-01-11T08:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673396100000,2023-01-11T08:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673397000000,2023-01-11T08:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673397900000,2023-01-11T08:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673398800000,2023-01-11T09:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673399700000,2023-01-11T09:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673400600000,2023-01-11T09:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673401500000,2023-01-11T09:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673402400000,2023-01-11T10:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673403300000,2023-01-11T10:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673404200000,2023-01-11T10:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673405100000,2023-01-11T10:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673406000000,2023-01-11T11:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673406900000,2023-01-11T11:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673407800000,2023-01-11T11:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673408700000,2023-01-11T11:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673409600000,2023-01-11T12:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673410500000,2023-01-11T12:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673411400000,2023-01-11T12:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673412300000,2023-01-11T12:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673413200000,2023-01-11T13:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673414100000,2023-01-11T13:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673415000000,2023-01-11T13:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673415900000,2023-01-11T13:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673416800000,2023-01-11T14:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673417700000,2023-01-11T14:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673418600000,2023-01-11T14:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,3
28800000,1673419500000,2023-01-11T14:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673420400000,2023-01-11T15:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673421300000,2023-01-11T15:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673422200000,2023-01-11T15:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673423100000,2023-01-11T15:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673424000000,2023-01-11T16:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673424900000,2023-01-11T16:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673425800000,2023-01-11T16:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673426700000,2023-01-11T16:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673427600000,2023-01-11T17:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673428500000,2023-01-11T17:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673429400000,2023-01-11T17:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673430300000,2023-01-11T17:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673431200000,2023-01-11T18:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673432100000,2023-01-11T18:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673433000000,2023-01-11T18:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673433900000,2023-01-11T18:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673434800000,2023-01-11T19:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673435700000,2023-01-11T19:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673436600000,2023-01-11T19:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673437500000,2023-01-11T19:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673438400000,2023-01-11T20:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673439300000,2023-01-11T20:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673440200000,2023-01-11T20:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673441100000,2023-01-11T20:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673442000000,2023-01-11T21:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673442900000,2023-01-11T21:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673443800000,2023-01-11T21:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673444700000,2023-01-11T21:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673445600000,2023-01-11T22:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673446500000,2023-01-11T22:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673447400000,2023-01-11T22:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673448300000,2023-01-11T22:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673449200000,2023-01-11T23:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673450100000,2023-01-11T23:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673451000000,2023-01-11T23:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673451900000,2023-01-11T23:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673452800000,2023-01-12T00:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673453700000,2023-01-12T00:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673454600000,2023-01-12T00:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673455500000,2023-01-12T00:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673456400000,2023-01-12T01:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673457300000,2023-01-12T01:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673458200000,2023-01-12T01:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673459100000,2023-01-12T01:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673460000000,2023-01-12T02:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673460900000,2023-01-12T02:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673461800000,2023-01-12T02:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673462700000,2023-01-12T02:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673463600000,2023-01-12T03:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673464500000,2023-01-12T03:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673465400000,2023-01-12T03:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673466300000,2023-01-12T03:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673467200000,2023-01-12T04:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673468100000,2023-01-12T04:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673469000000,2023-01-12T04:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673469900000,2023-01-12T04:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673470800000,2023-01-12T05:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673471700000,2023-01-12T05:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673472600000,2023-01-12T05:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673473500000,2023-01-12T05:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673474400000,2023-01-12T06:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673475300000,2023-01-12T06:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673476200000,2023-01-12T06:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673477100000,2023-01-12T06:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673478000000,2023-01-12T07:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673478900000,2023-01-12T07:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673479800000,2023-01-12T07:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673480700000,2023-01-12T07:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673481600000,2023-01-12T08:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673482500000,2023-01-12T08:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673483400000,2023-01-12T08:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673484300000,2023-01-12T08:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673485200000,2023-01-12T09:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673486100000,2023-01-12T09:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673487000000,2023-01-12T09:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673487900000,2023-01-12T09:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,1
28800000,1673488800000,2023-01-12T10:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673489700000,2023-01-12T10:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673490600000,2023-01-12T10:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673491500000,2023-01-12T10:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673492400000,2023-01-12T11:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673493300000,2023-01-12T11:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673494200000,2023-01-12T11:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673495100000,2023-01-12T11:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673496000000,2023-01-12T12:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673496900000,2023-01-12T12:15:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673497800000,2023-01-12T12:30:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673498700000,2023-01-12T12:45:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
28800000,1673499600000,2023-01-12T13:00:00.000+08:00,900000,SEDENTARY,900000,0,0,0,1,SEDENTARY,0,0
